houseid,ntrip,hhsize,num0to4,num5to21,numadult,numwork,numdrive,income,numcars
15691,6,4,0,2,2,2,1,39593,2
15692,9,2,0,1,1,0,1,12500,1
15705,6,5,0,3,2,3,2,27500,2
15716,3,4,0,0,4,4,3,52500,2
15722,4,3,1,0,2,2,2,39593,2
15736,11,3,0,0,3,2,2,17500,2
15755,9,7,1,0,6,1,2,100000,8
15760,10,3,0,1,2,3,3,77500,3
15771,5,2,0,0,2,1,1,39593,2
15795,15,5,1,2,2,2,2,100000,2
15798,15,6,0,4,2,2,3,42500,3
15799,20,3,1,0,2,2,2,42500,2
15800,2,2,0,0,2,1,1,7500,2
15834,12,3,1,0,2,1,2,22500,2
15841,18,3,0,0,3,3,3,62500,2
15843,6,2,0,0,2,0,2,39593,2
15851,0,2,0,0,2,0,1,32665,1
15856,7,6,0,4,2,0,3,32665,3
15873,0,5,3,0,2,0,0,42500,1
15876,15,4,1,1,2,2,2,17500,1
15901,3,4,0,2,2,2,2,7500,4
15916,4,1,0,0,1,0,1,12500,1
15917,3,1,0,0,1,1,1,27500,1
15940,0,2,0,1,1,1,1,47500,2
15946,16,5,0,3,2,1,1,57500,2
15969,3,2,0,1,1,1,1,32500,1
15973,7,2,0,0,2,1,1,67500,2
15975,6,2,0,0,2,1,2,35789,3
15997,0,2,0,0,2,0,1,7500,1
16002,2,2,0,1,1,1,1,42500,2
16008,13,1,0,0,1,1,1,27500,1
16011,9,3,0,0,3,3,3,47500,2
16014,7,3,0,1,2,2,2,57500,1
16017,16,4,0,2,2,4,0,17500,0
16021,8,3,0,1,2,2,2,100000,3
16028,4,1,0,0,1,1,1,17500,1
16054,7,3,1,0,2,1,2,27500,2
16056,0,2,0,0,2,0,1,42500,1
16063,6,4,2,0,2,1,2,22500,2
16064,5,1,0,0,1,1,1,36153,1
16077,0,4,0,0,4,2,2,17500,0
16078,8,2,0,1,1,1,1,36153,1
16083,11,2,0,0,2,2,2,67500,2
16115,7,3,1,0,2,2,2,47500,1
16131,8,2,0,0,2,1,2,27500,2
16142,4,3,0,1,2,2,2,27500,2
16157,12,5,0,3,2,1,2,22500,2
16198,4,2,0,0,2,0,2,36153,1
16203,12,3,1,0,2,2,2,36153,2
16214,0,1,0,0,1,1,1,37500,1
16216,0,2,0,0,2,2,2,36153,1
16221,1,2,0,0,2,1,2,27500,3
16226,7,4,0,1,3,1,3,37500,2
16234,7,3,0,0,3,3,3,36153,3
16237,18,4,2,0,2,1,2,47500,2
16270,2,1,0,0,1,0,1,12500,1
16279,2,2,0,0,2,2,2,36153,2
16291,4,4,1,1,2,2,2,36153,2
16321,18,6,1,1,4,5,5,36153,5
16322,3,1,0,0,1,1,1,22500,1
16329,14,2,0,0,2,2,1,32500,1
16334,12,5,0,3,2,2,3,32500,4
16356,4,2,0,0,2,2,2,27500,2
16361,5,2,0,0,2,0,2,12500,1
16366,7,5,0,1,4,5,5,62500,6
16370,13,4,2,0,2,1,2,12500,2
16377,5,3,0,1,2,1,3,36153,4
16381,15,4,1,1,2,1,2,36153,3
16388,12,2,0,0,2,2,2,52500,2
16413,4,2,0,0,2,2,2,32500,2
16416,13,6,1,2,3,4,3,32500,5
16432,2,4,1,1,2,1,1,42500,2
16464,4,2,0,0,2,2,2,17500,3
16469,3,1,0,0,1,0,1,7500,1
16537,0,2,0,0,2,0,1,17500,2
16544,8,2,0,0,2,1,1,22500,2
16557,7,3,0,2,1,1,1,7500,1
16576,4,1,0,0,1,0,0,27500,0
16590,6,1,0,0,1,0,1,37500,1
16610,9,5,1,2,2,1,2,72500,2
16640,14,4,0,1,3,4,4,37500,3
16643,4,5,3,0,2,1,2,52500,2
16645,3,1,0,0,1,1,1,42500,1
16662,9,3,0,2,1,2,3,35571,3
16701,4,2,0,0,2,0,1,42500,2
16706,6,4,1,1,2,1,2,57500,2
16708,4,1,0,0,1,1,1,42500,1
16735,6,1,0,0,1,1,1,35571,1
16813,10,1,0,0,1,0,1,12500,1
16835,12,4,1,1,2,2,2,32100,2
16851,4,3,0,0,3,2,3,32100,3
16858,10,4,0,2,2,1,1,32100,2
16863,28,4,0,2,2,1,1,42500,4
16865,10,3,0,1,2,1,2,62500,2
16868,2,3,0,0,3,0,3,17500,4
16883,5,2,0,0,2,0,2,32100,2
16884,3,2,1,0,1,0,1,7500,1
16897,14,5,0,3,2,2,2,37500,2
16898,4,2,0,0,2,2,2,17500,2
16900,0,3,0,0,3,1,1,42500,3
16910,19,5,0,2,3,2,3,27500,3
16913,24,5,1,2,2,2,1,37500,2
16925,8,4,0,2,2,1,1,32100,2
16933,3,1,0,0,1,0,1,12500,1
16936,3,3,0,0,3,2,3,32500,3
16959,10,5,2,1,2,1,2,57500,2
16960,8,1,0,0,1,1,1,27500,1
16964,12,2,0,0,2,2,2,32100,1
16971,11,3,1,0,2,2,2,52500,2
17000,2,1,0,0,1,0,0,32100,0
17009,5,4,1,0,3,1,1,12500,1
17019,17,5,1,2,2,1,2,72500,3
17044,8,2,0,0,2,2,2,57500,2
17045,8,2,0,0,2,2,2,57500,2
17063,4,2,0,0,2,2,2,39593,1
17072,5,1,0,0,1,1,1,72500,1
17076,5,1,0,0,1,0,1,7500,1
17080,8,3,1,0,2,1,1,67500,2
17086,11,2,0,0,2,2,2,57500,2
17087,17,5,1,2,2,3,3,62500,3
17110,19,5,0,2,3,4,4,67500,4
17112,2,3,0,0,3,1,1,39593,1
17125,0,2,0,0,2,1,2,42500,2
17131,0,1,0,0,1,0,0,12500,0
17133,0,1,0,0,1,0,1,17500,1
17145,4,2,0,0,2,0,2,32500,2
17149,23,5,1,2,2,1,1,17500,2
17157,12,4,0,2,2,2,2,62500,2
17159,7,3,1,0,2,2,2,100000,2
17183,7,4,0,2,2,1,1,42500,2
